id,alias,name,image_url,is_claimed,is_closed,url,phone,display_phone,review_count,categories,rating,location,coordinates,photos,price,hours,transactions,special_hours,pid,LoadDTTM
fVbUVAiLiGgLA_nxBFxyww,thursday-kitchen-new-york,Thursday Kitchen,https://s3-media4.fl.yelpcdn.com/bphoto/nXO8M-d-XTamNmc0BpXWtA/o.jpg,True,False,https://www.yelp.com/biz/thursday-kitchen-new-york?adjust_creative=VYGm0sk0aHdKKGyXs5PMrA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=VYGm0sk0aHdKKGyXs5PMrA,,,1402,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",4.5,"{'address1': '424 E 9th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['424 E 9th St', 'New York, NY 10009'], 'cross_streets': 'East 9th St & Avenue A'}","{'latitude': 40.7275, 'longitude': -73.9838}","['https://s3-media4.fl.yelpcdn.com/bphoto/nXO8M-d-XTamNmc0BpXWtA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/CJ4E1ohD2aAdW7-JNyqzpg/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/mdDaZxgOoWKXBdXsEdXjsQ/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1800', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1800', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1800', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1800', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",[],"[{'date': '2021-11-25', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}]",1,20210619-0721
J3NT61-AH5d5Gu5tFJhYSw,the-cabin-nyc-new-york-2,The Cabin NYC,https://s3-media2.fl.yelpcdn.com/bphoto/dc54M8OrhvbJLRkuSmdmHw/o.jpg,True,False,https://www.yelp.com/biz/the-cabin-nyc-new-york-2?adjust_creative=VYGm0sk0aHdKKGyXs5PMrA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=VYGm0sk0aHdKKGyXs5PMrA,+12127770454,(212) 777-0454,290,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'address1': '205 E 4th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['205 E 4th St', 'New York, NY 10009'], 'cross_streets': 'Avenue B & Avenue A'}","{'latitude': 40.72393, 'longitude': -73.98383}","['https://s3-media2.fl.yelpcdn.com/bphoto/dc54M8OrhvbJLRkuSmdmHw/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/lpIIpCb9gS1s4nElUwzw-A/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/Sg0EcaKB1sukemmjf9WVQA/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1600', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1600', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1600', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","['delivery', 'restaurant_reservation', 'pickup']",,1,20210619-0721
